LoanID,MemberID,LoanAmount,FundedAmount,Term,IntRate,Installment,Grade,SubGrade,IssueDate,LoanStatus,Purpose,ApplicationType,DTI,TotalPayment,LastPaymentDate
LN-00705,MB-0096,401000.0,367600.0,48,8.38,8300.1,A,A4,2021-05-01,Default,Education,Individual,2.18,123543.06,2023-08-23
LN-00706,MB-0020,785000.0,736700.0,36,22.77,25123.52,E,E1,2021-10-07,Current,Debt Consolidation,Joint,20.61,561809.67,2021-11-15
LN-00707,MB-0118,376000.0,348200.0,36,12.2,10852.23,B,B3,2024-08-10,Fully Paid,Business Expansion,Individual,27.78,403979.01,2027-07-26
LN-00708,MB-0006,744000.0,686200.0,24,20.71,34513.0,E,E4,2021-07-15,Fully Paid,Home Renovation,Joint,5.05,728491.13,2023-06-29
LN-00709,MB-0152,1357000.0,1356600.0,60,12.69,25479.21,B,B3,2021-02-25,Late,Vehicle Purchase,Joint,14.03,1163323.13,2024-08-04
LN-00710,MB-0263,2601000.0,2538700.0,12,12.66,238341.62,B,B3,2021-06-22,Charged Off,Debt Consolidation,Individual,37.05,330492.09,2022-01-07
LN-00711,MB-0067,2435000.0,2290600.0,36,11.23,70773.18,B,B1,2022-08-24,Fully Paid,Vehicle Purchase,Individual,35.43,2737408.15,2025-08-18
LN-00712,MB-0165,305000.0,281400.0,48,7.81,6320.36,A,A3,2022-04-02,Fully Paid,Vehicle Purchase,Individual,39.05,323172.75,2026-02-22
LN-00713,MB-0260,1552000.0,1481800.0,36,11.28,45804.08,B,B2,2022-03-13,charged off,Home Renovation,Joint,35.24,175280.78,2024-01-08
LN-00714,MB-0226,707000.0,706900.0,48,9.25,16089.34,A,A4,2021-02-12,Fully Paid,Home Renovation,Joint,16.69,788946.7,2025-02-09
LN-00715,MB-0105,1374000.0,1280200.0,36,21.04,43043.17,E,E1,2022-02-14,Fully Paid,Medical Emergency,Individual,19.71,1482980.15,2025-01-23
LN-00716,MB-0044,1260000.0,1159200.0,36,12.22,36134.84,B,B5,2021-09-06,Current,Vehicle Purchase,Individual,30.8,1033945.76,2023-10-02
LN-00717,MB-0190,1907000.0,1821900.0,48,12.44,42678.01,B,B2,2023-07-23,Current,Agriculture,Individual,42.29,1604412.16,2025-01-24
LN-00718,MB-0011,268000.0,249200.0,48,16.14,6029.6,C,C2,2023-10-24,Charged Off,Agriculture,Joint,15.77,49260.63,2026-03-16
LN-00719,MB-0315,2623000.0,2604000.0,24,7.92,117093.2,A,A5,2023-03-06,Fully Paid,Agriculture,Joint,13.9,2932009.22,2025-02-13
LN-00720,MB-0277,602000.0,554900.0,12,11.8,51698.18,B,B3,2021-12-29,Fully Paid,Medical Emergency,Joint,9.51,617602.15,2022-12-15
LN-00721,MB-0327,2155000.0,2111700.0,48,8.3,47645.23,A,A3,2024-03-15,Fully Paid,Vehicle Purchase,Individual,5.11,2308595.01,04-02-2028
LN-00722,MB-0141,1343000.0,1285600.0,24,16.43,62367.67,C,C1,2024-10-08,Fully Paid,Home Renovation,Individual,23.77,1434530.05,22-09-2026
LN-00723,MB-0280,625000.0,575900.0,60,15.18,11055.36,C,C2,2023-11-14,Fully Paid,Agriculture,Joint,17.37,686953.82,2028-10-25
LN-00724,MB-0152,2263000.0,2092700.0,60,13.0,39412.52,B,B1,2023-05-12,Fully Paid,Business Expansion,Joint,41.37,2344623.74,2028-05-05
LN-00725,MB-0170,2082000.0,1886300.0,12,8.19,170065.66,A,A1,2024-06-15,Fully Paid,Business Expansion,Joint,10.04,2306691.57,2025-06-29
LN-00726,MB-0282,2189000.0,2131100.0,60,14.47,40657.84,C,C2,2023-06-23,Fully Paid,Education,Individual,30.33,2441652.74,2028-05-31
LN-00727,MB-0067,176000.0,174100.0,12,13.89,16523.54,C,C1,2024-08-15,Fully Paid,Vehicle Purchase,Joint,40.74,179842.77,2025-07-24
LN-00728,MB-0193,1095000.0,1056200.0,60,12.22,19754.46,B,B1,2021-06-04,Current,Medical Emergency,Individual,29.26,385866.85,2024-10-13
LN-00729,MB-0127,575000.0,557700.0,60,13.16,10518.22,B,B5,08/05/2023,Fully Paid,Business Expansion,Individual,19.61,675980.33,2028-04-01
LN-00730,MB-0066,1128000.0,1116300.0,60,12.4,20912.02,B,B4,2023-11-11,Fully Paid,Medical Emergency,Joint,35.72,1386560.69,2028-09-26
LN-00731,MB-0022,2162000.0,2095300.0,24,13.11,98749.74,B,B4,2023-12-17,Fully Paid,Home Renovation,Individual,27.1,2460682.02,2025-11-24
LN-00732,MB-0271,2009000.0,1973100.0,12,17.75,193610.44,D,D4,2021-01-15,Late,Vehicle Purchase,Joint,43.9,1694835.47,2021-06-29
LN-00733,MB-0094,1209000.0,1187800.0,48,14.82,28413.17,C,C1,2022-08-14,Charged Off,Business Expansion,Joint,42.65,332179.44,2023-05-07
LN-00734,MB-0197,2614000.0,2542000.0,24,11.08,117652.23,B,B1,2021-11-25,Fully Paid,Home Renovation,Joint,29.04,2681333.89,2023-11-23
LN-00735,MB-0124,1288000.0,1216200.0,24,11.51,56507.69,B,B2,2024-11-20,Fully Paid,Vehicle Purchase,Joint,35.94,1469919.8,2026-11-06
LN-00736,MB-0047,2608000.0,2489900.0,48,14.49,59389.3,C,C2,2021-11-03,Current,Medical Emergency,Individual,4.85,885756.95,2023-08-29
LN-00737,MB-0250,1489000.0,1447100.0,24,13.93,68695.04,C,C5,2021-04-16,Fully Paid,Medical Emergency,Individual,7.87,1616857.6,2023-04-08
LN-00738,MB-0090,1451000.0,1442900.0,60,16.27,27961.0,C,C2,2023-08-04,Current,Wedding,Individual,19.78,862990.7,2024-02-15
LN-00739,MB-0271,1644000.0,1572100.0,36,22.48,53486.34,E,E5,2023-06-30,Current,Vehicle Purchase,Individual,43.8,810596.17,2024-11-11
LN-00740,MB-0257,1475000.0,1384200.0,12,10.34,127277.19,A,A4,2024-03-30,Current,Medical Emergency,Individual,16.42,1034269.28,2024-04-30
LN-00741,MB-0100,1584000.0,1532100.0,36,14.49,48725.04,C,C3,2024-12-14,late,Medical Emergency,Individual,29.76,1052454.52,2026-09-29
LN-00742,MB-0090,770000.0,745200.0,36,10.95,22966.65,B,B3,2024-07-30,Charged Off,Medical Emergency,Joint,15.52,384573.56,2026-03-21
LN-00743,MB-0110,2698000.0,2659100.0,12,16.4,257932.7,C,C3,2024-10-10,Charged Off,Education,Joint,9.9,992200.3,2025-04-05
LN-00744,MB-0073,948000.0,931000.0,60,17.65,18255.36,D,D4,2022-07-11,CURRENT,Wedding,Joint,11.94,506375.72,2025-12-21
LN-00745,MB-0144,2651000.0,2417500.0,36,9.32,73411.42,A,A4,2024-06-12,fully paid,Wedding,Joint,13.4,1340349.89,2025-01-17
LN-00746,MB-0133,393000.0,357500.0,48,18.6,8833.23,D,D3,2023-02-23,Fully Paid,Business Expansion,Joint,42.66,365430.25,2027-02-03
LN-00747,MB-0107,2270000.0,2206400.0,24,10.77,101834.55,B,B3,2021-04-23,Current,Home Renovation,Individual,41.34,1718096.38,2021-06-28
LN-00748,MB-0213,736000.0,689900.0,24,14.67,32962.85,C,C2,2024-03-21,Fully Paid,Business Expansion,Individual,15.11,849183.49,2026-03-31
LN-00749,MB-0214,1300000.0,1235400.0,48,15.33,29683.06,C,C3,2024-12-22,fully paid,Agriculture,Joint,37.83,933146.48,2027-11-08
LN-00750,MB-0127,188000.0,184900.0,60,15.45,3557.78,C,C1,2024-10-28,CURRENT,Agriculture,Individual,34.83,70760.9,2026-11-01
LN-00751,MB-0167,2291000.0,2240000.0,48,8.32,50549.33,A,A3,2021-02-01,Current,Agriculture,Individual,41.24,555703.81,2022-03-22
LN-00752,MB-0123,2041000.0,1922000.0,12,11.24,178169.4,B,B4,13/11/2024,Fully Paid,Home Renovation,Individual,8.65,2175906.76,2025-11-06
LN-00753,MB-0087,2442000.0,2392400.0,24,8.41,108066.7,A,A3,2024-08-28,Current,Debt Consolidation,Individual,22.13,990559.93,2025-01-12
LN-00754,MB-0346,649000.0,609700.0,24,11.51,28328.19,B,B3,2023-11-14,Late,Medical Emergency,Individual,42.12,337149.27,2025-01-19
LN-00755,MB-0279,1686000.0,1518600.0,24,18.88,75221.32,D,D1,2023-06-07,Fully Paid,Agriculture,Joint,18.5,1702593.28,2025-05-18
LN-00756,MB-0176,226000.0,214300.0,36,16.4,6929.03,C,C2,2022-01-10,Charged Off,Business Expansion,Individual,9.79,34726.52,2023-01-21
LN-00757,MB-0101,1197000.0,1188100.0,12,7.98,106909.2,A,A5,2023-07-04,Fully Paid,Medical Emergency,Individual,36.16,1283087.62,2024-06-16
LN-00758,MB-0236,2232000.0,2071600.0,36,13.1,65082.77,B,B4,2021-06-20,Fully Paid,Vehicle Purchase,Individual,3.43,2268328.1,2024-05-28
LN-00759,MB-0214,1171000.0,1103700.0,48,18.3,27201.61,D,D4,2024-10-25,fully paid,Vehicle Purchase,Individual,9.31,857697.33,2026-08-25
LN-00760,MB-0274,2871000.0,2636500.0,24,13.73,124937.14,C,C2,2021-01-03,Late,Business Expansion,Individual,37.06,2165087.07,2021-12-06
LN-00761,MB-0123,188000.0,174600.0,12,11.79,16265.44,B,B3,2022-09-30,Fully Paid,Wedding,Joint,3.41,199848.63,2023-10-09
LN-00762,MB-0188,724000.0,694200.0,48,12.06,16206.68,B,B5,2024-03-16,Fully Paid,Medical Emergency,Individual,3.13,789525.29,2028-02-16
LN-00763,MB-0115,1937000.0,1927500.0,36,16.69,62477.77,D,D5,2023-10-31,CURRENT,Medical Emergency,Joint,19.98,964417.34,2024-01-15
LN-00764,MB-0226,1767000.0,1739200.0,36,8.68,52504.52,A,A5,2023-07-25,Fully Paid,Education,Individual,13.44,2070826.39,2026-06-29
LN-00765,MB-0094,1077000.0,1044800.0,48,18.94,25889.27,D,D5,2023-02-22,current,Education,Joint,28.03,873982.0,2023-07-01
LN-00766,MB-0174,905000.0,876600.0,48,8.32,19781.94,A,A4,2023-10-15,Fully Paid,Home Renovation,Individual,18.8,975712.28,2027-09-17
LN-00767,MB-0253,182000.0,165900.0,24,20.52,8330.95,E,E1,2024-04-10,Default,Education,Joint,26.29,70017.11,02-08-2025
LN-00768,MB-0221,2544000.0,2351700.0,48,8.88,53344.39,A,A4,2022-03-11,LATE,Agriculture,Joint,15.55,905929.18,2025-05-25
LN-00769,MB-0249,2689000.0,2577400.0,24,14.41,122866.81,C,C2,2022-10-07,Late,Agriculture,Individual,9.0,1851348.67,2023-01-15
LN-00770,MB-0002,2363000.0,2346200.0,60,13.98,44569.98,C,C5,2024-01-06,Fully Paid,Education,Joint,16.91,2403736.46,2028-12-15
LN-00771,MB-0197,2504000.0,2283700.0,24,13.58,108076.1,C,C3,2021-04-17,late,Business Expansion,Joint,15.36,1969499.4,2022-04-13
LN-00772,MB-0066,2178000.0,2170300.0,48,7.58,48641.85,A,A5,2022-05-18,Fully Paid,Business Expansion,Individual,9.77,2653954.56,2026-04-27
LN-00773,MB-0185,2243000.0,2030300.0,48,11.52,47170.64,B,B4,2021-06-20,Current,Medical Emergency,Joint,39.19,1384941.61,21-01-2023
LN-00774,MB-0093,811000.0,760700.0,24,19.37,37835.32,D,D2,2021-12-23,Fully Paid,Wedding,Joint,43.09,860136.36,2023-12-29
LN-00775,MB-0145,2821000.0,2662400.0,12,9.55,243054.93,A,A1,2021-11-29,Charged Off,Wedding,Joint,28.89,989206.45,2022-04-09
LN-00776,MB-0248,2755000.0,2501900.0,12,13.03,235658.13,B,B1,2022-11-23,Current,Education,Individual,6.48,1402203.13,2023-05-08
LN-00777,MB-0121,1021000.0,971400.0,48,8.25,21907.09,A,A5,2021-05-20,Fully Paid,Education,Individual,10.53,1156462.05,19-04-2025
LN-00778,MB-0176,1013000.0,996600.0,60,9.4,18171.34,A,A4,2023-12-11,Fully Paid,Vehicle Purchase,Joint,5.26,1039350.63,2028-12-02
LN-00779,MB-0315,2367000.0,2227700.0,60,16.04,43083.72,C,C4,15/02/2024,Fully Paid,Wedding,Individual,16.45,2414525.47,2029-02-01
LN-00780,MB-0006,1880000.0,1855000.0,36,12.44,57937.83,B,B3,2022-12-29,FULLY PAID,Debt Consolidation,Individual,17.52,644097.98,29-10-2023
LN-00781,MB-0090,500000.0,477800.0,12,21.69,48452.9,E,E5,2022-09-25,Late,Medical Emergency,Individual,41.87,179586.89,2022-10-31
LN-00782,MB-0210,2044000.0,2019900.0,36,12.14,62919.88,B,B5,2023-12-18,Fully Paid,Medical Emergency,Joint,23.98,2290574.83,2026-12-16
LN-00783,MB-0075,2739000.0,2507800.0,60,15.02,48074.53,C,C3,2023-01-16,Fully Paid,Home Renovation,Individual,15.74,2978720.84,2027-12-10
LN-00784,MB-0250,2303000.0,2100900.0,60,21.89,42679.78,E,E2,2024-11-25,Fully Paid,Debt Consolidation,Individual,40.94,2192547.88,2029-10-23
LN-00785,MB-0142,2460000.0,2255100.0,24,8.09,101564.07,A,A2,2024-02-02,Current,Business Expansion,Joint,38.16,1002688.12,2025-06-30
LN-00786,MB-0184,1518000.0,1459000.0,60,18.5,28815.25,D,D3,2023-07-11,Fully Paid,Medical Emergency,Individual,25.1,1638893.85,2028-06-28
LN-00787,MB-0097,1426000.0,1337100.0,36,15.71,42976.62,C,C4,2021-05-08,current,Home Renovation,Individual,32.57,637169.66,2023-02-15
LN-00788,MB-0146,707000.0,671000.0,24,10.66,30938.69,B,B2,2021-03-12,Late,Wedding,Individual,34.63,430762.83,2022-04-15
LN-00789,MB-0142,920000.0,886500.0,12,16.03,85717.16,C,C2,2024-04-12,Current,Agriculture,Individual,35.26,631769.75,2024-07-05
LN-00790,MB-0294,1487000.0,1382400.0,48,8.08,31127.04,A,A1,2021-04-23,CURRENT,Agriculture,Joint,9.69,643499.02,2023-11-02
LN-00791,MB-0190,791000.0,778100.0,60,22.53,15890.1,E,E2,2021-01-13,Default,Vehicle Purchase,Joint,36.2,121347.91,2023-07-26
LN-00792,MB-0078,120000.0,115600.0,36,21.83,3912.1,E,E2,2023-07-25,Fully Paid,Medical Emergency,Joint,24.74,132005.16,2026-06-28
LN-00793,MB-0166,872000.0,827200.0,48,8.21,18648.19,A,A3,2023-10-25,Current,Medical Emergency,Joint,33.61,302242.49,2024-06-02
LN-00794,MB-0318,2959000.0,2890800.0,24,21.18,145961.31,E,E3,08/04/2023,Default,Vehicle Purchase,Joint,13.47,1481428.36,2024-02-17
LN-00795,MB-0341,364000.0,342700.0,36,17.19,11155.84,D,D2,17/11/2022,Fully Paid,Education,Individual,37.64,384089.83,2025-11-13
LN-00796,MB-0334,1745000.0,1686900.0,24,11.38,78286.22,B,B2,2022-12-16,Fully Paid,Debt Consolidation,Individual,5.55,2025413.44,2024-11-30
LN-00797,MB-0332,2048000.0,2030200.0,12,8.27,183174.8,A,A1,2021-04-21,Fully Paid,Education,Joint,24.75,2127891.02,2022-04-02
LN-00798,MB-0037,1500000.0,1441800.0,36,8.81,43578.4,A,A2,2024-02-12,LATE,Wedding,Joint,2.6,1097668.27,2024-12-25
LN-00799,MB-0254,2383000.0,2173700.0,24,15.78,104862.91,C,C5,2021-11-22,Fully Paid,Debt Consolidation,Joint,8.19,2242731.01,2023-10-27
LN-00800,MB-0123,1097000.0,1052300.0,48,15.61,25345.08,C,C4,2024-02-20,Fully Paid,Vehicle Purchase,Individual,37.27,1104989.53,2028-01-24
LN-00801,MB-0080,869000.0,794200.0,36,23.11,27159.43,E,E2,2024-11-27,Charged Off,Business Expansion,Joint,4.13,423965.32,2025-12-23
LN-00802,MB-0003,2388000.0,2315100.0,12,8.05,208455.46,A,A4,2024-10-04,Current,Medical Emergency,Individual,12.23,475615.71,2025-01-26
LN-00803,MB-0006,2848000.0,2737200.0,12,9.02,248674.62,A,A3,2023-08-29,Fully Paid,Home Renovation,Joint,26.66,3282380.08,2024-08-15
LN-00804,MB-0210,2797000.0,2550600.0,48,14.05,60603.32,C,C3,2024-04-29,Default,Agriculture,Individual,24.36,1046910.99,2026-05-11
LN-00805,MB-0092,1432000.0,1387400.0,48,11.99,32369.78,B,B2,2023-08-08,Current,Medical Emergency,Joint,2.23,815597.47,2025-07-11
LN-00806,MB-0034,1441000.0,1338200.0,60,7.92,24069.76,A,A3,2021-06-13,Current,Home Renovation,Joint,40.97,741036.15,2023-12-25
LN-00807,MB-0092,2299000.0,2201400.0,12,15.29,211499.51,C,C5,2021-07-08,CURRENT,Debt Consolidation,Individual,11.28,598139.59,2022-03-05
LN-00808,MB-0218,1345000.0,1323000.0,24,10.63,60984.79,B,B2,2021-01-11,Fully Paid,Home Renovation,Joint,28.73,1497975.53,2022-12-23
LN-00809,MB-0237,2123000.0,2093800.0,36,17.7,68455.63,D,D2,2022-11-02,fully paid,Agriculture,Individual,42.99,458599.25,2025-04-09
LN-00810,MB-0311,2127000.0,2098300.0,12,12.59,196873.0,B,B5,2021-08-23,Late,Agriculture,Individual,35.96,569792.65,2021-12-19
LN-00811,MB-0267,2003000.0,1917000.0,36,14.86,61162.95,C,C5,2023-10-09,Current,Agriculture,Individual,5.04,1718048.29,2025-06-30
LN-00812,MB-0137,934000.0,853200.0,36,9.11,25859.07,A,A1,2023-12-31,Current,Vehicle Purchase,Joint,33.35,404220.34,2026-03-17
LN-00813,MB-0211,1798000.0,1678400.0,12,7.92,150944.11,A,A5,2021-05-16,Charged Off,Vehicle Purchase,Individual,3.42,589728.36,2021-07-19
LN-00814,MB-0100,2462000.0,2432600.0,12,21.33,245956.13,E,E5,2021-10-06,Fully Paid,Vehicle Purchase,Individual,19.04,2874199.64,2022-10-21
LN-00815,MB-0165,2922000.0,2759100.0,12,16.5,267862.62,C,C4,2022-12-06,Charged Off,Vehicle Purchase,Joint,33.05,1414819.71,2023-04-26
LN-00816,MB-0189,2082000.0,1893400.0,24,15.5,91119.88,C,C4,2021-02-24,Fully Paid,Home Renovation,Joint,30.81,2307974.94,2023-02-10
LN-00817,MB-0162,723000.0,656800.0,60,8.81,11911.07,A,A4,2021-11-05,Default,Business Expansion,Individual,36.11,140685.27,2023-09-12
LN-00818,MB-0253,832000.0,755900.0,60,14.1,14374.7,C,C4,2024-02-08,Fully Paid,Education,Individual,39.44,849395.34,2029-01-14
LN-00819,MB-0050,944000.0,920200.0,48,8.64,20827.19,A,A4,2024-10-17,Current,Medical Emergency,Individual,17.0,717821.75,2026-01-22
LN-00820,MB-0196,2522000.0,2332300.0,60,17.54,45689.76,D,D5,2023-01-11,Current,Business Expansion,Joint,26.95,702449.8,2024-10-21
LN-00821,MB-0109,2271000.0,2113600.0,36,16.94,68656.77,D,D4,2022-12-25,Fully Paid,Education,Individual,30.45,2470511.55,2025-12-11
LN-00822,MB-0253,506000.0,492500.0,48,14.05,11702.01,C,C2,2024-08-21,Fully Paid,Education,Joint,5.47,526726.52,13-07-2028
LN-00823,MB-0328,1767000.0,1600000.0,60,10.58,29488.0,B,B3,2024-05-17,Current,Business Expansion,Individual,41.89,1233653.31,2027-08-05
LN-00824,MB-0230,694000.0,689800.0,36,13.39,21726.78,B,B3,2023-10-26,Current,Education,Joint,18.6,585160.73,2024-01-28
LN-00825,MB-0252,1778000.0,1673900.0,12,11.83,155993.53,B,B3,2022-01-23,Late,Vehicle Purchase,Joint,7.43,448449.28,2022-04-29
LN-00826,MB-0187,745000.0,673400.0,24,15.73,32471.91,C,C3,29/03/2021,Current,Debt Consolidation,Individual,30.98,435636.42,2021-10-10
LN-00827,MB-0173,2008000.0,1834300.0,12,8.41,165713.72,A,A4,2021-07-29,Current,Medical Emergency,Joint,40.93,656329.92,2022-05-21
LN-00828,MB-0038,1552000.0,1531100.0,48,14.87,36641.14,C,C1,2024-02-02,fully paid,Wedding,Individual,3.87,1364602.89,2025-01-07
LN-00829,MB-0313,2545000.0,2403400.0,48,17.24,58703.05,D,D5,2022-09-15,Default,Business Expansion,Individual,3.85,617138.61,2023-04-13
LN-00830,MB-0255,341000.0,308900.0,48,11.36,7166.48,B,B5,2023-09-18,Current,Business Expansion,Individual,42.78,210846.46,2025-05-26
LN-00831,MB-0185,814000.0,791700.0,24,12.1,36978.99,B,B3,2023-04-17,current,Vehicle Purchase,Joint,41.53,396700.62,2024-08-14
LN-00832,MB-0025,423000.0,384000.0,48,12.15,8972.0,B,B4,2023-05-04,charged off,Education,Joint,43.0,227944.85,2025-11-28
LN-00833,MB-0285,725000.0,673600.0,12,14.22,64115.49,C,C4,2021-01-10,Fully Paid,Agriculture,Individual,41.68,724624.21,2021-12-16
LN-00834,MB-0328,335000.0,317000.0,24,10.61,14609.74,B,B4,2021-06-12,Current,Home Renovation,Joint,21.39,148571.63,2022-04-06
LN-00835,MB-0035,1004000.0,979700.0,48,14.22,23312.78,C,C5,11/04/2024,fully paid,Medical Emergency,Individual,38.75,707237.32,2026-05-01
LN-00836,MB-0135,191000.0,188500.0,36,10.8,5801.61,B,B1,05/12/2021,Fully Paid,Agriculture,Individual,39.32,217391.4,2024-11-20
LN-00837,MB-0212,2061000.0,2039600.0,48,11.72,47471.69,B,B5,2024-04-20,Fully Paid,Agriculture,Individual,34.91,2339782.91,2028-03-17
LN-00838,MB-0094,2648000.0,2528400.0,24,8.75,114568.12,A,A2,2023-06-07,Current,Home Renovation,Individual,26.45,740637.22,2024-01-11
LN-00839,MB-0100,2499000.0,2397100.0,24,9.0,108868.29,A,A2,2024-09-29,Fully Paid,Education,Joint,41.78,2539095.97,2026-09-07
LN-00840,MB-0036,1661000.0,1597700.0,24,17.46,78194.1,D,D5,2022-04-19,Late,Medical Emergency,Individual,41.31,1093951.25,2022-06-22
LN-00841,MB-0259,2100000.0,1940400.0,60,9.74,35489.92,A,A5,2023-11-25,fully paid,Vehicle Purchase,Joint,20.12,489903.3,2025-09-04
LN-00842,MB-0132,1154000.0,1079000.0,36,10.68,33173.26,B,B3,2021-06-29,Late,Medical Emergency,Individual,37.23,452796.66,2023-02-20
LN-00843,MB-0333,2796000.0,2766400.0,60,10.86,51113.85,B,B4,2023-12-07,CURRENT,Education,Joint,6.92,1759966.63,2027-02-02
LN-00844,MB-0214,1750000.0,1670400.0,60,14.31,31823.9,C,C2,2022-12-25,Fully Paid,Medical Emergency,Joint,24.46,1811713.07,2027-12-08
LN-00845,MB-0154,2332000.0,2279100.0,24,19.33,113318.75,D,D2,16/03/2023,current,Agriculture,Individual,14.01,1855273.66,2024-06-07
LN-00846,MB-0147,2049000.0,1996300.0,60,9.55,36449.11,A,A1,2021-09-29,Fully Paid,Education,Individual,20.07,2291366.71,2026-09-16
LN-00847,MB-0112,1184000.0,1129000.0,36,8.2,33932.72,A,A5,2022-05-31,fully paid,Debt Consolidation,Individual,16.95,833938.9,2022-12-15
LN-00848,MB-0249,366000.0,345000.0,60,17.79,6772.93,D,D2,2024-01-08,Fully Paid,Debt Consolidation,Joint,25.28,421295.56,25-12-2028
LN-00849,MB-0120,1955000.0,1870600.0,12,12.68,175649.34,B,B4,2022-05-22,Fully Paid,Debt Consolidation,Joint,8.98,2102316.05,2023-05-17
LN-00850,MB-0311,481000.0,452500.0,36,9.95,13820.1,A,A2,2024-04-12,Fully Paid,Wedding,Individual,9.98,512755.66,2027-04-10
LN-00851,MB-0006,936000.0,859100.0,12,15.69,82824.4,C,C5,2024-08-02,Current,Agriculture,Individual,35.89,566566.83,2025-04-27
LN-00852,MB-0011,1929000.0,1811100.0,48,13.64,42877.79,C,C1,2021-01-15,Current,Business Expansion,Joint,14.4,423348.85,2021-07-21
LN-00853,MB-0310,76000.0,69400.0,60,12.82,1304.95,B,B3,2022-10-09,Fully Paid,Agriculture,Joint,43.57,79452.07,2027-09-29
LN-00854,MB-0007,2034000.0,1923800.0,36,11.54,59605.74,B,B5,2021-06-10,Current,Agriculture,Individual,43.75,924336.85,2023-10-30
LN-00855,MB-0337,1307000.0,1267300.0,24,8.0,57028.5,A,A5,2024-08-01,Fully Paid,Business Expansion,Joint,20.71,1295614.85,2026-07-25
LN-00856,MB-0231,2297000.0,2127600.0,48,8.86,48252.19,A,A4,2023-09-18,Late,Medical Emergency,Joint,15.7,838525.18,2025-10-18
LN-00857,MB-0144,1164000.0,1090500.0,60,14.38,20788.56,C,C2,2024-09-01,Charged Off,Business Expansion,Joint,33.23,526390.17,2026-01-08
LN-00858,MB-0120,2634000.0,2460100.0,36,13.55,77595.65,C,C1,2023-12-09,Fully Paid,Business Expansion,Individual,21.08,2561558.04,2026-12-08
LN-00859,MB-0093,690000.0,659800.0,36,11.58,20450.13,B,B4,2022-01-12,Fully Paid,Wedding,Individual,7.93,732131.88,2024-12-25
LN-00860,MB-0081,2180000.0,2097300.0,60,8.7,37996.08,A,A4,2021-09-18,Fully Paid,Debt Consolidation,Individual,17.6,2451047.11,2026-08-24
LN-00861,MB-0268,2705000.0,2476700.0,12,10.38,227815.12,A,A2,2024-07-09,Fully Paid,Medical Emergency,Joint,7.14,2637400.08,2025-07-14
LN-00862,MB-0134,1787000.0,1678600.0,48,8.55,37960.84,A,A4,2023-06-26,Fully Paid,Agriculture,Joint,35.16,2067464.26,2027-05-23
LN-00863,MB-0060,1254000.0,1238900.0,24,12.22,57928.9,B,B5,2024-09-17,Current,Wedding,Individual,28.41,665224.31,2025-06-16
LN-00864,MB-0006,1573000.0,1482100.0,24,12.24,69312.88,B,B1,16/12/2021,FULLY PAID,Vehicle Purchase,Joint,12.01,604693.61,2023-08-04
LN-00865,MB-0267,113000.0,106100.0,24,14.95,5081.75,C,C5,2023-09-25,Fully Paid,Business Expansion,Individual,40.88,115108.27,2025-09-04
LN-00866,MB-0099,270000.0,261900.0,36,21.27,8822.39,E,E2,2023-07-15,Fully Paid,Home Renovation,Joint,37.57,269504.93,2026-06-12
LN-00867,MB-0159,2616000.0,2458900.0,36,8.39,74033.38,A,A3,2022-03-25,Fully Paid,Medical Emergency,Joint,7.45,2831741.23,2025-03-01
LN-00868,MB-0224,710000.0,694300.0,12,10.16,63736.74,A,A5,2022-03-26,current,Medical Emergency,Individual,7.86,485978.87,2022-06-17
LN-00869,MB-0137,379000.0,362900.0,60,15.56,6989.45,C,C3,2022-05-16,CURRENT,Home Renovation,Joint,36.72,288947.93,2023-10-16
LN-00870,MB-0197,1915000.0,1829500.0,60,9.07,33257.26,A,A4,2022-05-31,Fully Paid,Debt Consolidation,Individual,5.77,2175088.44,2027-05-06
LN-00871,MB-0246,936000.0,843500.0,48,14.55,20129.78,C,C3,2024-07-07,Late,Business Expansion,Individual,41.32,648814.63,2026-01-28
LN-00872,MB-0078,2057000.0,2023300.0,48,10.3,46493.75,A,A2,2024-06-13,Current,Wedding,Individual,38.2,1590623.65,2025-11-05
LN-00873,MB-0120,188000.0,184500.0,12,12.09,17233.84,B,B3,2022-10-08,Charged Off,Wedding,Joint,21.93,96326.36,2023-03-24
LN-00874,MB-0074,2104000.0,1966200.0,48,18.45,48520.08,D,D2,2023-12-21,Fully Paid,Agriculture,Individual,38.39,2104243.22,2027-12-20
LN-00875,MB-0173,1523000.0,1502300.0,36,23.2,51412.04,E,E3,2024-12-17,fully paid,Wedding,Joint,43.09,1044935.44,2025-08-03
LN-00876,MB-0246,321000.0,289500.0,48,12.52,6786.36,B,B5,2023-03-11,Current,Education,Joint,24.98,123544.41,2026-01-28
LN-00877,MB-0029,1695000.0,1533500.0,12,9.72,140213.02,A,A1,2023-09-29,Charged Off,Wedding,Individual,12.37,384387.16,2023-12-11
LN-00878,MB-0036,1190000.0,1088400.0,48,14.39,25937.93,C,C3,2022-04-15,Default,Agriculture,Joint,42.74,301132.38,2023-11-23
LN-00879,MB-0221,2244000.0,2059000.0,60,7.62,36931.6,A,A4,2023-11-22,Charged Off,Vehicle Purchase,Individual,32.94,764218.45,2025-11-25
LN-00880,MB-0220,372000.0,351800.0,60,8.19,6343.54,A,A4,2022-06-26,Current,Debt Consolidation,Joint,29.25,76876.28,2024-12-14
